"source_file","dataset","recomp_ratio","method","metric","value"
"202604150228_musique_curve.output","musique",0.2,"full_reuse","avg_total_s",1.11173439420005
"202604150228_musique_curve.output","musique",0.2,"full_reuse","avg_f1",0.267200577200577
"202604150228_musique_curve.output","musique",0.2,"full_prefill","avg_ttft_s",1.34153781280038
"202604150228_musique_curve.output","musique",0.2,"full_prefill","avg_total_s",1.56024042703381
"202604150228_musique_curve.output","musique",0.2,"full_prefill","avg_f1",0.267200577200577
"202604150228_musique_curve.output","musique",0.2,"query_aware","avg_ttft_s",0.361007261199362
"202604150228_musique_curve.output","musique",0.2,"query_aware","avg_total_s",0.573131575366157
"202604150228_musique_curve.output","musique",0.2,"query_aware","avg_f1",0.115343915343915
"202604150228_musique_curve.output","musique",0.2,NA,"avg_ttft_s",2.27484676986654
"202604150228_musique_curve.output","musique",0.2,NA,"avg_total_s",2.49330399516645
"202604150228_musique_curve.output","musique",0.2,NA,"avg_f1",0.267200577200577
"202604150228_musique_curve.output","musique",0.2,"query_aware","true_recompute_count",30
"202604150228_musique_curve.output","musique",0.25,"full_reuse","avg_ttft_s",0.895915550333545
"202604150228_musique_curve.output","musique",0.25,"full_reuse","avg_total_s",1.11173439420005
"202604150228_musique_curve.output","musique",0.25,"full_reuse","avg_f1",0.267200577200577
"202604150228_musique_curve.output","musique",0.25,"full_prefill","avg_ttft_s",1.34153781280038
"202604150228_musique_curve.output","musique",0.25,"full_prefill","avg_total_s",1.56024042703381
"202604150228_musique_curve.output","musique",0.25,"full_prefill","avg_f1",0.267200577200577
"202604150228_musique_curve.output","musique",0.25,"query_aware","avg_ttft_s",0.419214112066402
"202604150228_musique_curve.output","musique",0.25,"query_aware","avg_total_s",0.614031691333366
"202604150228_musique_curve.output","musique",0.25,"query_aware","avg_f1",0.173650793650794
"202604150228_musique_curve.output","musique",0.25,NA,"avg_ttft_s",2.27484676986654
"202604150228_musique_curve.output","musique",0.25,NA,"avg_total_s",2.49330399516645
"202604150228_musique_curve.output","musique",0.25,NA,"avg_f1",0.267200577200577
"202604150228_musique_curve.output","musique",0.25,"query_aware","true_recompute_count",30
"202604150228_musique_curve.output","musique",0.3,"full_reuse","avg_ttft_s",0.895915550333545
"202604150228_musique_curve.output","musique",0.3,"full_reuse","avg_total_s",1.11173439420005
"202604150228_musique_curve.output","musique",0.3,"full_reuse","avg_f1",0.267200577200577
"202604150228_musique_curve.output","musique",0.3,"full_prefill","avg_ttft_s",1.34153781280038
"202604150228_musique_curve.output","musique",0.3,"full_prefill","avg_total_s",1.56024042703381
"202604150228_musique_curve.output","musique",0.3,"full_prefill","avg_f1",0.267200577200577
"202604150228_musique_curve.output","musique",0.3,"query_aware","avg_ttft_s",0.475635365133348
"202604150228_musique_curve.output","musique",0.3,"query_aware","avg_total_s",0.720762884100016
"202604150228_musique_curve.output","musique",0.3,"query_aware","avg_f1",0.146378066378066
"202604150228_musique_curve.output","musique",0.3,NA,"avg_ttft_s",2.27484676986654
"202604150228_musique_curve.output","musique",0.3,NA,"avg_total_s",2.49330399516645
"202604150228_musique_curve.output","musique",0.3,NA,"avg_f1",0.267200577200577
"202604150228_musique_curve.output","musique",0.3,"query_aware","true_recompute_count",30
"202604150228_musique_curve.output","musique",0.35,"full_reuse","avg_ttft_s",0.895915550333545
"202604150228_musique_curve.output","musique",0.35,"full_reuse","avg_total_s",1.11173439420005
"202604150228_musique_curve.output","musique",0.35,"full_reuse","avg_f1",0.267200577200577
"202604150228_musique_curve.output","musique",0.35,"full_prefill","avg_ttft_s",1.34153781280038
"202604150228_musique_curve.output","musique",0.35,"full_prefill","avg_total_s",1.56024042703381
"202604150228_musique_curve.output","musique",0.35,"full_prefill","avg_f1",0.267200577200577
"202604150228_musique_curve.output","musique",0.35,"query_aware","avg_ttft_s",0.544195277466739
"202604150228_musique_curve.output","musique",0.35,"query_aware","avg_total_s",0.799862336600078
"202604150228_musique_curve.output","musique",0.35,"query_aware","avg_f1",0.164491881043605
"202604150228_musique_curve.output","musique",0.35,NA,"avg_ttft_s",2.27484676986654
"202604150228_musique_curve.output","musique",0.35,NA,"avg_total_s",2.49330399516645
"202604150228_musique_curve.output","musique",0.35,NA,"avg_f1",0.267200577200577
"202604150228_musique_curve.output","musique",0.35,"query_aware","true_recompute_count",30
"202604150228_musique_curve.output","musique",0.4,"full_reuse","avg_ttft_s",0.895915550333545
"202604150228_musique_curve.output","musique",0.4,"full_reuse","avg_total_s",1.11173439420005
"202604150228_musique_curve.output","musique",0.4,"full_reuse","avg_f1",0.267200577200577
"202604150228_musique_curve.output","musique",0.4,"full_prefill","avg_ttft_s",1.34153781280038
"202604150228_musique_curve.output","musique",0.4,"full_prefill","avg_total_s",1.56024042703381
"202604150228_musique_curve.output","musique",0.4,"full_prefill","avg_f1",0.267200577200577
"202604150228_musique_curve.output","musique",0.4,"query_aware","avg_ttft_s",0.606794575632982
"202604150228_musique_curve.output","musique",0.4,"query_aware","avg_total_s",0.873571261466229
"202604150228_musique_curve.output","musique",0.4,"query_aware","avg_f1",0.153909870461595
"202604150228_musique_curve.output","musique",0.4,NA,"avg_ttft_s",2.27484676986654
"202604150228_musique_curve.output","musique",0.4,NA,"avg_total_s",2.49330399516645
"202604150228_musique_curve.output","musique",0.4,NA,"avg_f1",0.267200577200577
"202604150228_musique_curve.output","musique",0.4,"query_aware","true_recompute_count",30
"202604150228_musique_curve.output","musique",0.45,"full_reuse","avg_ttft_s",0.895915550333545
"202604150228_musique_curve.output","musique",0.45,"full_reuse","avg_total_s",1.11173439420005
"202604150228_musique_curve.output","musique",0.45,"full_reuse","avg_f1",0.267200577200577
"202604150228_musique_curve.output","musique",0.45,"full_prefill","avg_ttft_s",1.34153781280038
"202604150228_musique_curve.output","musique",0.45,"full_prefill","avg_total_s",1.56024042703381
"202604150228_musique_curve.output","musique",0.45,"full_prefill","avg_f1",0.267200577200577
"202604150228_musique_curve.output","musique",0.45,"query_aware","avg_ttft_s",0.66348086520023
"202604150228_musique_curve.output","musique",0.45,"query_aware","avg_total_s",0.948750032533038
"202604150228_musique_curve.output","musique",0.45,"query_aware","avg_f1",0.194553359526136
"202604150228_musique_curve.output","musique",0.45,NA,"avg_ttft_s",2.27484676986654
"202604150228_musique_curve.output","musique",0.45,NA,"avg_total_s",2.49330399516645
"202604150228_musique_curve.output","musique",0.45,NA,"avg_f1",0.267200577200577
"202604150228_musique_curve.output","musique",0.45,"query_aware","true_recompute_count",30
"202604150228_musique_curve.output","musique",0.5,"full_reuse","avg_ttft_s",0.895915550333545
"202604150228_musique_curve.output","musique",0.5,"full_reuse","avg_total_s",1.11173439420005
"202604150228_musique_curve.output","musique",0.5,"full_reuse","avg_f1",0.267200577200577
"202604150228_musique_curve.output","musique",0.5,"full_prefill","avg_ttft_s",1.34153781280038
"202604150228_musique_curve.output","musique",0.5,"full_prefill","avg_total_s",1.56024042703381
"202604150228_musique_curve.output","musique",0.5,"full_prefill","avg_f1",0.267200577200577
"202604150228_musique_curve.output","musique",0.5,"query_aware","avg_ttft_s",0.733131516466528
"202604150228_musique_curve.output","musique",0.5,"query_aware","avg_total_s",1.01530688413332
"202604150228_musique_curve.output","musique",0.5,"query_aware","avg_f1",0.160761460761461
"202604150228_musique_curve.output","musique",0.5,NA,"avg_ttft_s",2.27484676986654
"202604150228_musique_curve.output","musique",0.5,NA,"avg_total_s",2.49330399516645
"202604150228_musique_curve.output","musique",0.5,NA,"avg_f1",0.267200577200577
"202604150228_musique_curve.output","musique",0.5,"query_aware","true_recompute_count",30
"202604150228_musique_curve.output","musique",0.55,"full_reuse","avg_ttft_s",0.895915550333545
"202604150228_musique_curve.output","musique",0.55,"full_reuse","avg_total_s",1.11173439420005
"202604150228_musique_curve.output","musique",0.55,"full_reuse","avg_f1",0.267200577200577
"202604150228_musique_curve.output","musique",0.55,"full_prefill","avg_ttft_s",1.34153781280038
"202604150228_musique_curve.output","musique",0.55,"full_prefill","avg_total_s",1.56024042703381
"202604150228_musique_curve.output","musique",0.55,"full_prefill","avg_f1",0.267200577200577
"202604150228_musique_curve.output","musique",0.55,"query_aware","avg_ttft_s",0.791304956900422
"202604150228_musique_curve.output","musique",0.55,"query_aware","avg_total_s",1.09868100380021
"202604150228_musique_curve.output","musique",0.55,"query_aware","avg_f1",0.163231583231583
"202604150228_musique_curve.output","musique",0.55,NA,"avg_ttft_s",2.27484676986654
"202604150228_musique_curve.output","musique",0.55,NA,"avg_total_s",2.49330399516645
"202604150228_musique_curve.output","musique",0.55,NA,"avg_f1",0.267200577200577
"202604150228_musique_curve.output","musique",0.55,"query_aware","true_recompute_count",30
"202604150228_musique_curve.output","musique",0.6,"full_reuse","avg_ttft_s",0.895915550333545
"202604150228_musique_curve.output","musique",0.6,"full_reuse","avg_total_s",1.11173439420005
"202604150228_musique_curve.output","musique",0.6,"full_reuse","avg_f1",0.267200577200577
"202604150228_musique_curve.output","musique",0.6,"full_prefill","avg_ttft_s",1.34153781280038
"202604150228_musique_curve.output","musique",0.6,"full_prefill","avg_total_s",1.56024042703381
"202604150228_musique_curve.output","musique",0.6,"full_prefill","avg_f1",0.267200577200577
"202604150228_musique_curve.output","musique",0.6,"query_aware","avg_ttft_s",0.863229067166443
"202604150228_musique_curve.output","musique",0.6,"query_aware","avg_total_s",1.12985919506658
"202604150228_musique_curve.output","musique",0.6,"query_aware","avg_f1",0.158708791208791
"202604150228_musique_curve.output","musique",0.6,NA,"avg_ttft_s",2.27484676986654
"202604150228_musique_curve.output","musique",0.6,NA,"avg_total_s",2.49330399516645
"202604150228_musique_curve.output","musique",0.6,NA,"avg_f1",0.267200577200577
"202604150228_musique_curve.output","musique",0.6,"query_aware","true_recompute_count",30
"202604150228_musique_curve.output","musique",0.65,"full_reuse","avg_ttft_s",0.895915550333545
"202604150228_musique_curve.output","musique",0.65,"full_reuse","avg_total_s",1.11173439420005
"202604150228_musique_curve.output","musique",0.65,"full_reuse","avg_f1",0.267200577200577
"202604150228_musique_curve.output","musique",0.65,"full_prefill","avg_ttft_s",1.34153781280038
"202604150228_musique_curve.output","musique",0.65,"full_prefill","avg_total_s",1.56024042703381
"202604150228_musique_curve.output","musique",0.65,"full_prefill","avg_f1",0.267200577200577
"202604150228_musique_curve.output","musique",0.65,"query_aware","avg_ttft_s",0.93425903849978
"202604150228_musique_curve.output","musique",0.65,"query_aware","avg_total_s",1.21863035653369
"202604150228_musique_curve.output","musique",0.65,"query_aware","avg_f1",0.200573870573871
"202604150228_musique_curve.output","musique",0.65,NA,"avg_ttft_s",2.27484676986654
"202604150228_musique_curve.output","musique",0.65,NA,"avg_total_s",2.49330399516645
"202604150228_musique_curve.output","musique",0.65,NA,"avg_f1",0.267200577200577
"202604150228_musique_curve.output","musique",0.65,"query_aware","true_recompute_count",30
"202604150228_musique_curve.output","musique",0.7,"full_reuse","avg_ttft_s",0.895915550333545
"202604150228_musique_curve.output","musique",0.7,"full_reuse","avg_total_s",1.11173439420005
"202604150228_musique_curve.output","musique",0.7,"full_reuse","avg_f1",0.267200577200577
"202604150228_musique_curve.output","musique",0.7,"full_prefill","avg_ttft_s",1.34153781280038
"202604150228_musique_curve.output","musique",0.7,"full_prefill","avg_total_s",1.56024042703381
"202604150228_musique_curve.output","musique",0.7,"full_prefill","avg_f1",0.267200577200577
"202604150228_musique_curve.output","musique",0.7,"query_aware","avg_ttft_s",1.01033215193323
"202604150228_musique_curve.output","musique",0.7,"query_aware","avg_total_s",1.26415099419986
"202604150228_musique_curve.output","musique",0.7,"query_aware","avg_f1",0.25338025808614
"202604150228_musique_curve.output","musique",0.7,NA,"avg_ttft_s",2.27484676986654
"202604150228_musique_curve.output","musique",0.7,NA,"avg_total_s",2.49330399516645
"202604150228_musique_curve.output","musique",0.7,NA,"avg_f1",0.267200577200577
"202604150228_musique_curve.output","musique",0.7,"query_aware","true_recompute_count",30
"202604150228_musique_curve.output","musique",0.75,"full_reuse","avg_ttft_s",0.895915550333545
"202604150228_musique_curve.output","musique",0.75,"full_reuse","avg_total_s",1.11173439420005
"202604150228_musique_curve.output","musique",0.75,"full_reuse","avg_f1",0.267200577200577
"202604150228_musique_curve.output","musique",0.75,"full_prefill","avg_ttft_s",1.34153781280038
"202604150228_musique_curve.output","musique",0.75,"full_prefill","avg_total_s",1.56024042703381
"202604150228_musique_curve.output","musique",0.75,"full_prefill","avg_f1",0.267200577200577
"202604150228_musique_curve.output","musique",0.75,"query_aware","avg_ttft_s",1.06412969293354
"202604150228_musique_curve.output","musique",0.75,"query_aware","avg_total_s",1.3283199851001
"202604150228_musique_curve.output","musique",0.75,"query_aware","avg_f1",0.272987012987013
"202604150228_musique_curve.output","musique",0.75,NA,"avg_ttft_s",2.27484676986654
"202604150228_musique_curve.output","musique",0.75,NA,"avg_total_s",2.49330399516645
"202604150228_musique_curve.output","musique",0.75,NA,"avg_f1",0.267200577200577
"202604150228_musique_curve.output","musique",0.75,"query_aware","true_recompute_count",30
"202604150228_musique_curve.output","musique",0.8,"full_reuse","avg_ttft_s",0.895915550333545
"202604150228_musique_curve.output","musique",0.8,"full_reuse","avg_total_s",1.11173439420005
"202604150228_musique_curve.output","musique",0.8,"full_reuse","avg_f1",0.267200577200577
"202604150228_musique_curve.output","musique",0.8,"full_prefill","avg_ttft_s",1.34153781280038
"202604150228_musique_curve.output","musique",0.8,"full_prefill","avg_total_s",1.56024042703381
"202604150228_musique_curve.output","musique",0.8,"full_prefill","avg_f1",0.267200577200577
"202604150228_musique_curve.output","musique",0.8,"query_aware","avg_ttft_s",1.15659884306697
"202604150228_musique_curve.output","musique",0.8,"query_aware","avg_total_s",1.39300010540004
"202604150228_musique_curve.output","musique",0.8,"query_aware","avg_f1",0.240820105820106
"202604150228_musique_curve.output","musique",0.8,NA,"avg_ttft_s",2.27484676986654
"202604150228_musique_curve.output","musique",0.8,NA,"avg_total_s",2.49330399516645
"202604150228_musique_curve.output","musique",0.8,NA,"avg_f1",0.267200577200577
"202604150228_musique_curve.output","musique",0.8,"query_aware","true_recompute_count",30
"202604150243_musique_curve.output","musique",0.4,"full_reuse","avg_ttft_s",0.928094315779672
"202604150243_musique_curve.output","musique",0.4,"full_reuse","avg_total_s",1.14111744448004
"202604150243_musique_curve.output","musique",0.4,"full_reuse","avg_f1",0.239554239877769
"202604150243_musique_curve.output","musique",0.4,"full_prefill","avg_ttft_s",1.34202846777989
"202604150243_musique_curve.output","musique",0.4,"full_prefill","avg_total_s",1.55589927539972
"202604150243_musique_curve.output","musique",0.4,"full_prefill","avg_f1",0.239554239877769
"202604150243_musique_curve.output","musique",0.4,"query_aware","avg_ttft_s",1.60340063763993
"202604150243_musique_curve.output","musique",0.4,"query_aware","avg_total_s",1.91565997576028
"202604150243_musique_curve.output","musique",0.4,"query_aware","avg_f1",0.150043401268553
"202604150243_musique_curve.output","musique",0.4,NA,"avg_ttft_s",2.30727748336001
"202604150243_musique_curve.output","musique",0.4,NA,"avg_total_s",2.51892727157996
"202604150243_musique_curve.output","musique",0.4,NA,"avg_f1",0.239554239877769
"202604150243_musique_curve.output","musique",0.4,"query_aware","true_recompute_count",50
"202604150243_musique_curve.output","musique",0.45,"full_reuse","avg_ttft_s",0.928094315779672
"202604150243_musique_curve.output","musique",0.45,"full_reuse","avg_total_s",1.14111744448004
"202604150243_musique_curve.output","musique",0.45,"full_reuse","avg_f1",0.239554239877769
"202604150243_musique_curve.output","musique",0.45,"full_prefill","avg_ttft_s",1.34202846777989
"202604150243_musique_curve.output","musique",0.45,"full_prefill","avg_total_s",1.55589927539972
"202604150243_musique_curve.output","musique",0.45,"full_prefill","avg_f1",0.239554239877769
"202604150243_musique_curve.output","musique",0.45,"query_aware","avg_ttft_s",0.662325351420077
"202604150243_musique_curve.output","musique",0.45,"query_aware","avg_total_s",0.987899260840131
"202604150243_musique_curve.output","musique",0.45,"query_aware","avg_f1",0.194674592746494
"202604150243_musique_curve.output","musique",0.45,NA,"avg_ttft_s",2.30727748336001
"202604150243_musique_curve.output","musique",0.45,NA,"avg_total_s",2.51892727157996
"202604150243_musique_curve.output","musique",0.45,NA,"avg_f1",0.239554239877769
"202604150243_musique_curve.output","musique",0.45,"query_aware","true_recompute_count",50
"202604150243_musique_curve.output","musique",0.5,"full_reuse","avg_ttft_s",0.928094315779672
"202604150243_musique_curve.output","musique",0.5,"full_reuse","avg_total_s",1.14111744448004
"202604150243_musique_curve.output","musique",0.5,"full_reuse","avg_f1",0.239554239877769
"202604150243_musique_curve.output","musique",0.5,"full_prefill","avg_ttft_s",1.34202846777989
"202604150243_musique_curve.output","musique",0.5,"full_prefill","avg_total_s",1.55589927539972
"202604150243_musique_curve.output","musique",0.5,"full_prefill","avg_f1",0.239554239877769
"202604150243_musique_curve.output","musique",0.5,"query_aware","avg_ttft_s",0.729644206120065
"202604150243_musique_curve.output","musique",0.5,"query_aware","avg_total_s",1.01543202479996
"202604150243_musique_curve.output","musique",0.5,"query_aware","avg_f1",0.180616761463511
"202604150243_musique_curve.output","musique",0.5,NA,"avg_ttft_s",2.30727748336001
"202604150243_musique_curve.output","musique",0.5,NA,"avg_total_s",2.51892727157996
"202604150243_musique_curve.output","musique",0.5,NA,"avg_f1",0.239554239877769
"202604150243_musique_curve.output","musique",0.5,"query_aware","true_recompute_count",50
"202604150243_musique_curve.output","musique",0.55,"full_reuse","avg_ttft_s",0.928094315779672
"202604150243_musique_curve.output","musique",0.55,"full_reuse","avg_total_s",1.14111744448004
"202604150243_musique_curve.output","musique",0.55,"full_reuse","avg_f1",0.239554239877769
"202604150243_musique_curve.output","musique",0.55,"full_prefill","avg_ttft_s",1.34202846777989
"202604150243_musique_curve.output","musique",0.55,"full_prefill","avg_total_s",1.55589927539972
"202604150243_musique_curve.output","musique",0.55,"full_prefill","avg_f1",0.239554239877769
"202604150243_musique_curve.output","musique",0.55,"query_aware","avg_ttft_s",0.790811795760092
"202604150243_musique_curve.output","musique",0.55,"query_aware","avg_total_s",1.05373207694007
"202604150243_musique_curve.output","musique",0.55,"query_aware","avg_f1",0.202790490555196
"202604150243_musique_curve.output","musique",0.55,NA,"avg_ttft_s",2.30727748336001
"202604150243_musique_curve.output","musique",0.55,NA,"avg_total_s",2.51892727157996
"202604150243_musique_curve.output","musique",0.55,NA,"avg_f1",0.239554239877769
"202604150243_musique_curve.output","musique",0.55,"query_aware","true_recompute_count",50
"202604150243_musique_curve.output","musique",0.6,"full_reuse","avg_ttft_s",0.928094315779672
"202604150243_musique_curve.output","musique",0.6,"full_reuse","avg_total_s",1.14111744448004
"202604150243_musique_curve.output","musique",0.6,"full_reuse","avg_f1",0.239554239877769
"202604150243_musique_curve.output","musique",0.6,"full_prefill","avg_ttft_s",1.34202846777989
"202604150243_musique_curve.output","musique",0.6,"full_prefill","avg_total_s",1.55589927539972
"202604150243_musique_curve.output","musique",0.6,"full_prefill","avg_f1",0.239554239877769
"202604150243_musique_curve.output","musique",0.6,"query_aware","avg_ttft_s",0.859306417160187
"202604150243_musique_curve.output","musique",0.6,"query_aware","avg_total_s",1.13341412878006
"202604150243_musique_curve.output","musique",0.6,"query_aware","avg_f1",0.156455433455433
"202604150243_musique_curve.output","musique",0.6,NA,"avg_ttft_s",2.30727748336001
"202604150243_musique_curve.output","musique",0.6,NA,"avg_total_s",2.51892727157996
"202604150243_musique_curve.output","musique",0.6,NA,"avg_f1",0.239554239877769
"202604150243_musique_curve.output","musique",0.6,"query_aware","true_recompute_count",50
"202604150243_musique_curve.output","musique",0.65,"full_reuse","avg_ttft_s",0.928094315779672
"202604150243_musique_curve.output","musique",0.65,"full_reuse","avg_total_s",1.14111744448004
"202604150243_musique_curve.output","musique",0.65,"full_reuse","avg_f1",0.239554239877769
"202604150243_musique_curve.output","musique",0.65,"full_prefill","avg_ttft_s",1.34202846777989
"202604150243_musique_curve.output","musique",0.65,"full_prefill","avg_total_s",1.55589927539972
"202604150243_musique_curve.output","musique",0.65,"full_prefill","avg_f1",0.239554239877769
"202604150243_musique_curve.output","musique",0.65,"query_aware","avg_ttft_s",0.931259676840055
"202604150243_musique_curve.output","musique",0.65,"query_aware","avg_total_s",1.18186100431994
"202604150243_musique_curve.output","musique",0.65,"query_aware","avg_f1",0.150074481074481
"202604150243_musique_curve.output","musique",0.65,NA,"avg_ttft_s",2.30727748336001
"202604150243_musique_curve.output","musique",0.65,NA,"avg_total_s",2.51892727157996
"202604150243_musique_curve.output","musique",0.65,NA,"avg_f1",0.239554239877769
"202604150243_musique_curve.output","musique",0.65,"query_aware","true_recompute_count",50
"202604150243_musique_curve.output","musique",0.7,"full_reuse","avg_ttft_s",0.928094315779672
"202604150243_musique_curve.output","musique",0.7,"full_reuse","avg_total_s",1.14111744448004
"202604150243_musique_curve.output","musique",0.7,"full_reuse","avg_f1",0.239554239877769
"202604150243_musique_curve.output","musique",0.7,"full_prefill","avg_ttft_s",1.34202846777989
"202604150243_musique_curve.output","musique",0.7,"full_prefill","avg_total_s",1.55589927539972
"202604150243_musique_curve.output","musique",0.7,"full_prefill","avg_f1",0.239554239877769
"202604150243_musique_curve.output","musique",0.7,"query_aware","avg_ttft_s",1.00703737562006
"202604150243_musique_curve.output","musique",0.7,"query_aware","avg_total_s",1.27511513842008
"202604150243_musique_curve.output","musique",0.7,"query_aware","avg_f1",0.204853551677081
"202604150243_musique_curve.output","musique",0.7,NA,"avg_ttft_s",2.30727748336001
"202604150243_musique_curve.output","musique",0.7,NA,"avg_total_s",2.51892727157996
"202604150243_musique_curve.output","musique",0.7,NA,"avg_f1",0.239554239877769
"202604150243_musique_curve.output","musique",0.7,"query_aware","true_recompute_count",50
"202604150243_musique_curve.output","musique",0.75,"full_reuse","avg_ttft_s",0.928094315779672
"202604150243_musique_curve.output","musique",0.75,"full_reuse","avg_total_s",1.14111744448004
"202604150243_musique_curve.output","musique",0.75,"full_reuse","avg_f1",0.239554239877769
"202604150243_musique_curve.output","musique",0.75,"full_prefill","avg_ttft_s",1.34202846777989
"202604150243_musique_curve.output","musique",0.75,"full_prefill","avg_total_s",1.55589927539972
"202604150243_musique_curve.output","musique",0.75,"full_prefill","avg_f1",0.239554239877769
"202604150243_musique_curve.output","musique",0.75,"query_aware","avg_ttft_s",1.06149410997983
"202604150243_musique_curve.output","musique",0.75,"query_aware","avg_total_s",1.31162494004013
"202604150243_musique_curve.output","musique",0.75,"query_aware","avg_f1",0.210839826839827
"202604150243_musique_curve.output","musique",0.75,NA,"avg_ttft_s",2.30727748336001
"202604150243_musique_curve.output","musique",0.75,NA,"avg_total_s",2.51892727157996
"202604150243_musique_curve.output","musique",0.75,NA,"avg_f1",0.239554239877769
"202604150243_musique_curve.output","musique",0.75,"query_aware","true_recompute_count",50
"202604150243_musique_curve.output","musique",0.8,"full_reuse","avg_ttft_s",0.928094315779672
"202604150243_musique_curve.output","musique",0.8,"full_reuse","avg_total_s",1.14111744448004
"202604150243_musique_curve.output","musique",0.8,"full_reuse","avg_f1",0.239554239877769
"202604150243_musique_curve.output","musique",0.8,"full_prefill","avg_ttft_s",1.34202846777989
"202604150243_musique_curve.output","musique",0.8,"full_prefill","avg_total_s",1.55589927539972
"202604150243_musique_curve.output","musique",0.8,"full_prefill","avg_f1",0.239554239877769
"202604150243_musique_curve.output","musique",0.8,"query_aware","avg_ttft_s",1.12498921905993
"202604150243_musique_curve.output","musique",0.8,"query_aware","avg_total_s",1.36995304375982
"202604150243_musique_curve.output","musique",0.8,"query_aware","avg_f1",0.214349206349206
"202604150243_musique_curve.output","musique",0.8,NA,"avg_ttft_s",2.30727748336001
"202604150243_musique_curve.output","musique",0.8,NA,"avg_total_s",2.51892727157996
"202604150243_musique_curve.output","musique",0.8,NA,"avg_f1",0.239554239877769
"202604150243_musique_curve.output","musique",0.8,"query_aware","true_recompute_count",50
"202604152121_musique.output","musique",NA,"full_reuse","avg_ttft_s",1.10189773983328
"202604152121_musique.output","musique",NA,"full_reuse","avg_total_s",1.29910969913332
"202604152121_musique.output","musique",NA,"full_reuse","avg_f1",0.267200577200577
"202604152121_musique.output","musique",NA,"full_prefill","avg_ttft_s",1.46967628409998
"202604152121_musique.output","musique",NA,"full_prefill","avg_total_s",1.66684074399991
"202604152121_musique.output","musique",NA,"full_prefill","avg_f1",0.267200577200577
"202604152121_musique.output","musique",NA,"query_aware","avg_ttft_s",1.06889065013333
"202604152121_musique.output","musique",NA,"query_aware","avg_total_s",1.30387223720001
"202604152121_musique.output","musique",NA,"query_aware","avg_f1",0.25338025808614
"202604152121_musique.output","musique",NA,NA,"avg_ttft_s",2.43244052996662
"202604152121_musique.output","musique",NA,NA,"avg_total_s",2.62753814823329
"202604152121_musique.output","musique",NA,NA,"avg_f1",0.267200577200577
"202604152121_musique.output","musique",NA,"query_aware","true_recompute_count",30
